"primary_key","name","description","monoisotopic_mass","level_1","level_2","level_3","level_4","indication","pharmacodynamics","mechanism_of_action","toxicity","metabolism","absorption","half_life","protein_binding","route_of_elimination","volume_of_distribution"
"DB09280","Lumacaftor","Lumacaftor is a drug used in combination with [DB08820] as the fixed dose combination product Orkambi for the management of Cystic Fibrosis (CF) in patients aged 6 years and older. Cystic Fibrosis is an autosomal recessive disorder caused by one of several different mutations in the gene for the Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) protein, a transmembrane ion channel involved in the transport of chloride and sodium ions across cell membranes of the lungs, pancreas, and other organs. Mutations in the CFTR gene result in altered production, misfolding, or function of the CFTR protein and consequently abnormal fluid and ion transport across cell membranes.[A20298, A20299] As a result, CF patients produce thick, sticky mucus that clogs the ducts of organs where it is produced making patients more susceptible to infections, lung damage, pancreatic insufficiency, and malnutrition.[A20302] Lumacaftor improves CF symptoms and underlying disease pathology by aiding the conformational stability of F508del-mutated CFTR proteins, preventing misfolding and resulting in increased processing and trafficking of mature protein to the cell surface. 

Results from clinical trials indicated that treatment with Orkambi (lumacaftor/ivacaftor) results in improved lung function, reduced chance of experiencing a pulmonary exacerbation, increased weight gain, and improvements in CF symptoms.[FDA Label] This data has been heavily scrutinized, however, with clinical trials showing only modest improvements despite a hefty yearly cost of $259,000 for Orkambi.[A20343] Improvements in lung function (ppFEV1) were found to be statistically significant, but minimal, with only a 2.6-3.0% change from baseline with more than 70% of patients failing to achieve an absolute improvement of at least 5%.[A20343, L936]

A wide variety of CFTR mutations correlate to the Cystic Fibrosis phenotype and are associated with differing levels of disease severity. The most common mutation, affecting approximately 70% of patients with CF worldwide, is known as F508del-CFTR, or delta-F508 (ΔF508), in which a deletion in the amino acid phenylalanine at position 508 results in impaired production of the CFTR protein, thereby causing a significant reduction in the amount of ion transporter present on cell membranes.[A20301] When used in combination with [DB08820] as the fixed dose combination product Orkambi, lumacaftor is specific for the management of CF in patients with delta-F508 mutations as it acts as a protein-folding chaperone, aiding the conformational stability of the mutated CFTR protein. Consequently, lumacaftor increases successful production of CFTR ion channels and the total number of receptors available for use at the cell membrane for fluid and ion transport.[A18395] The next most common mutation, G551D, affecting 4-5% of CF patients worldwide, is characterized as a missense mutation, whereby there is sufficient amount of protein at the cell surface, but opening and closing mechanisms of the channel are altered.[A17564] Treatment of patients with G551D and other rarer missense mutations is usually managed with [DB08820] (Kalydeco), as it aids with altered gating mechanisms by potentiating channel opening probability of CFTR protein.

Prior to the development of lumacaftor and [DB08820] (Kalydeco), management of CF primarily involved therapies for the control of infections, nutritional support, clearance of mucus, and management of symptoms rather than improvements in the underlying disease process. Approved for use by the Food and Drug Administration in July 2015 and by Health Canada in January 2016, Orkambi was the first combination product approved for the management of Cystic Fibrosis with delta-F508 mutations.

Ivacaftor is manufactured and distributed by Vertex Pharmaceuticals.","452.118378014","Other respiratory system products","OTHER RESPIRATORY SYSTEM PRODUCTS","OTHER RESPIRATORY SYSTEM PRODUCTS","RESPIRATORY SYSTEM","When used in combination with the drug [lumacaftor] as the product Orkambi, ivacaftor is indicated for the management of CF in patients aged one year and older who are homozygous for the _F508del_ mutation in the CFTR gene. If the patient’s genotype is unknown, an FDA-cleared CF mutation test should be used to detect the presence of the _F508del_ mutation on both alleles of the CFTR gene.[L43060]","Results from clinical trials indicated that treatment with Orkambi (lumacaftor/ [DB08820]) results in improved lung function, reduced chance of experiencing a pulmonary exacerbation, reduced sweat chloride, increased weight gain, and improvements in CF symptoms and quality of life.[FDA Label]

Orkambi was not found to increase the QTc interval to any clinically relevant extent.[FDA Label]","Lumacaftor improves CF symptoms and underlying disease pathology by aiding the conformational stability of F508del-mutated CFTR, resulting in increased processing and trafficking of mature protein to the cell surface.[FDA Label] More specifically, lumacaftor acts as a protein-folding chaperone, preventing misfolding of CFTR ion channels and consequent destruction during processing in the endoplasmic reticulum. ","The most common side effects (occuring in >5% of patients during clinical trials) associated with the use of Orkambi include dyspnea, nasopharyngitis, nausea, diarrhea, upper respiratory tract infection, fatigue, respiration abnormal, blood creatine phosphokinase increased, rash, flatulence, rhinorrhea, and influenza.[FDA Label]","Lumacaftor is mostly excreted unchanged in the feces and is not extensively metabolized. When metabolism does occur, oxidation and glucuronidation are the main processes involved.[FDA Label]","Following administration of Orkambi (lumacaftor/[DB08820]) with fat containing foods, peak plasma concentrations were reached at 4 hours (Tmax). It's recommended that Orkambi should be taken with fat-containing foods as they increase absorption of lumacaftor by approximately 2-fold, and[DB08820 by 3-fold.[FDA Label]","The half-life of lumacaftor is approximately 26 hours.[FDA Label]","Lumacaftor is extensively protein bound in the plasma (99%), and binds primarily to albumin.[FDA Label]","Lumacaftor is primarily excreted unchanged in the feces (51%). A minimal amount of the parent compound and its metabolites are excreted in the urine.[FDA Label]","Following oral administration of 200 mg of lumacaftor every 24 hours to cystic fibrosis patients in a fed state for 28 days, the mean (+/-SD) for apparent volumes of distribution was 86.0 (69.8) L.[FDA Label]"
"DB09389","Norgestrel","Norgestrel is synthetic steroidal progestin that is used in combination with ethinyl estradiol for oral contraception. Norgestrel is composed of a racemic mixture of two stereoisomers, dextronorgestrel and levonorgestrel.  However, only the levorotary enantiomer ([levonorgestrel]) is biologically active.","312.208930142","Progestogens and estrogens, fixed combinations","PROGESTOGENS AND ESTROGENS IN COMBINATION","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GENITO URINARY SYSTEM AND SEX HORMONES","Norgestrel in combination with ethinyl estradiol is indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception.","","Norgestrel (and more specifically the active stereoisomer levonorgestrel) binds to the progesterone and estrogen receptors within the female reproductive tract, the mammary gland, the hypothalamus, and the pituitary. Once bound to the receptor, progestins like levonorgestrel will slow the frequency of release of gonadotropin releasing hormone (GnRH) from the hypothalamus and blunt the pre-ovulatory LH (luteinizing hormone) surge. Loss of the LH surge inhibits ovulation and thereby prevents pregnancy.
","","","","","","",""
"DB09389","Norgestrel","Norgestrel is synthetic steroidal progestin that is used in combination with ethinyl estradiol for oral contraception. Norgestrel is composed of a racemic mixture of two stereoisomers, dextronorgestrel and levonorgestrel.  However, only the levorotary enantiomer ([levonorgestrel]) is biologically active.","312.208930142","Progestogens and estrogens, sequential preparations","PROGESTOGENS AND ESTROGENS IN COMBINATION","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GENITO URINARY SYSTEM AND SEX HORMONES","Norgestrel in combination with ethinyl estradiol is indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception.","","Norgestrel (and more specifically the active stereoisomer levonorgestrel) binds to the progesterone and estrogen receptors within the female reproductive tract, the mammary gland, the hypothalamus, and the pituitary. Once bound to the receptor, progestins like levonorgestrel will slow the frequency of release of gonadotropin releasing hormone (GnRH) from the hypothalamus and blunt the pre-ovulatory LH (luteinizing hormone) surge. Loss of the LH surge inhibits ovulation and thereby prevents pregnancy.
","","","","","","",""
"DB09389","Norgestrel","Norgestrel is synthetic steroidal progestin that is used in combination with ethinyl estradiol for oral contraception. Norgestrel is composed of a racemic mixture of two stereoisomers, dextronorgestrel and levonorgestrel.  However, only the levorotary enantiomer ([levonorgestrel]) is biologically active.","312.208930142","Progestogens and estrogens, fixed combinations","HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GENITO URINARY SYSTEM AND SEX HORMONES","Norgestrel in combination with ethinyl estradiol is indicated for the prevention of pregnancy in women who elect to use this product as a method of contraception.","","Norgestrel (and more specifically the active stereoisomer levonorgestrel) binds to the progesterone and estrogen receptors within the female reproductive tract, the mammary gland, the hypothalamus, and the pituitary. Once bound to the receptor, progestins like levonorgestrel will slow the frequency of release of gonadotropin releasing hormone (GnRH) from the hypothalamus and blunt the pre-ovulatory LH (luteinizing hormone) surge. Loss of the LH surge inhibits ovulation and thereby prevents pregnancy.
","","","","","","",""
"DB09496","Octinoxate","Octinoxate is a cinnamate ester and common ingredient in sunscreen and other skin care products to minimize DNA photodamage. It was originally developed in 1950's as an organic UV-B filter that absorbs UV-B rays from sun. It is often combined with nanoparticles or other water-resistant liposomes in formulations to increase the localization at the epidermis and decrease the risk of percutaneous absorption. Its use in pharmaceutical and cosmetic formulations is approved by FDA.","290.188194698","Protectives against UV-radiation for topical use","PROTECTIVES AGAINST UV-RADIATION","EMOLLIENTS AND PROTECTIVES","DERMATOLOGICALS","As an active ingredient in sunscreens and lip balms. Used for protection against damaging effects of sun rays. ","Acts as a photoprotective agent that protects the skin by preventing and minimizing the damaging effects of ultraviolet (UV) rays of natural light. The cellular effects of UV irradiation include DNA damage, cell cycle arrest, immunological depression, apoptosis, and transcriptional changes [A19213].","Absorbs UV-B (predominantly) and UV-A rays while accumulating in the outermost layer of the epidermis. Like any other photoprotective agents, octinoxate prevents the damage to cells and deoxyribonucleic acid (DNA) by reducing the p53 protein expression following UV exposure [A19213] and also increases the skin's tolerability to UV rays [A19212]. ","Slightly hazardous in case of skin contact, eye contact, ingestion and inhalation. Octinoxate may form reactive singlet oxygen species and induce anti-estrogenic effects [A19214]. UV-induced molecular breakdown of octinoxate may interfere with cellular processes or induce oxidative damage in human skin [A19212]. 
The NOAEL (no observed adverse effect level) is 450 mg/kg bw/day for fertility and reproductive performance, for systemic parental and developmental toxicity in Wistar rats [A19209]. ","Can undergo hepatic metabolism when systematically absorbed. Can be enzymatically degraded by lipases in the stratum corneum where esters undergo hydrolysis [A19207]. Degrade into photoproducts when exposed to sunlight, which leads to a decrease in UV absorption efficiency [A19212]. ","Can be systemically absorbed after skin application, being found in the deeper layers of the stratum corneum as well as urine, plasma, and breast milk [A19207]. The mean maximum plasma concentration detected after application of 2mg/cm2 sunscreen was 7ng/mL in women and 16ng/mL in men [A19212]. ","","None","Can be detected in urine in unchanged form [A19210]. ",""
"DB11560","Lesinurad","Lesinurad is an oral uric acid transporter 1 (URAT1) inhibitor indicated for the treatment of hyperuricemia associated with gout. It reduces serum uric acid concentration through the inhibition of URAT1, an enzyme responsible for reuptake of uric acid from the renal tubule, and OAT4, another uric acid transporter associated with diuretic-induced hyperuricemia.

Marketed as the product Zurampic, it is indicated for use in combination with a xanthine oxidase inhibitor for the treatment of hyperuricemia associated with gout in
patients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone. In August 2017, a combination oral therapy consisting of lesinurad and [DB00437] was FDA-approved under the brand name Duzallo indicated for the treatment of gout-related hyperuricemia in patients with uncontrolled gout.","402.999011","Preparations increasing uric acid excretion","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","MUSCULO-SKELETAL SYSTEM","For use, in combination with a xanthine oxidase inhibitor, for the treatment of hyperuricemia associated with gout in patients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone.","Dose-dependent reductions in serum uric acid levels and increases in urinary uric acid excretion have been observed following single and multiple oral doses of lesinurad.","Lesinurad inhibits the activity of uric acid transporter 1 (URAT1) and organic anion transporter 4 (OAT4). URAT1 is a major transporter enzyme responsible for reuptake of uric acid from the renal tubules; inhibition of URAT1 function thereby increases excretion of uric acid. ","","Lesinurad undergoes oxidative metabolism mainly via the polymorphic cytochrome P450 CYP2C9 enzyme.  ","Oral lesinurad is rapidly absorbed, reaching maximum plasma concentrations (Cmax) within 1–4 h following the administration a single 200 mg dose (in either the fed or fasted state).","","Lesinurad is extensively bound to proteins in plasma (greater than 98%), mainly to albumin. ","Within 7 days following single dosing of radiolabeled lesinurad, 63% of administered radioactive dose was recovered in urine and 32% of administered radioactive dose was recovered in feces. Most of the radioactivity recovered in urine (> 60% of dose) occurred in the first 24 hours. Unchanged lesinurad in urine accounted for approximately 30% of the dose. ","The mean steady state volume of distribution of lesinurad was approximately 20 L following intravenous dosing."
"DB11820","Nifurtimox","Chagas disease, caused by a parasite known as Trypanosoma cruzi (T.cruzi), is a vector-transmitted disease affecting animals and humans in the Americas. It is commonly known as American Trypanosomiasis.[L15366]

The CDC estimates that approximately 8 million people in Central America, South America, and Mexico are infected with T. cruzi, without symptoms. If Chagas disease is left untreated, life-threatening sequelae may result.[L15366]

Nifurtimox, developed by Bayer, is a nitrofuran antiprotozoal drug used in the treatment of Chagas disease. On August 6 2020, accelerated FDA approval was granted for its use in pediatric patients in response to promising results from phase III clinical trials. Continued approval will be contingent upon confirmatory data.[L15361] A convenient feature of Bayer's formulation is the ability to divide the scored tablets manually without the need for pill-cutting devices.[L15361]","287.057591705","Nitrofuran derivatives","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","ANTIPROTOZOALS","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","Nifurtimox is indicated in pediatric patients under 18 weighing at least 2.5 kg. Continued approval of this drug for this indication is dependent upon confirmatory clinical trial results.[L15361]","Nifurtimox exerts trypanosomal activity against Trypanosoma cruzi, treating Chagas disease.[A216956] One study reports that nifurtimox and other benzofuran derivatives reduce parasite dehydrogenase activity.[A216941] Results of a recent phase III clinical trial[L15381] have shown that a significant number of pediatric patients with acute or chronic Chagas disease treated with nifurtimox were immunoglobulin G (IgG) antibody negative and demonstrated at least a 20% decrease in optical density on two IgG antibody tests for T. cruzi antigens.[L15361,L15506]","The mechanism of action of nifurtimox has not been fully elucidated, however, is believed to occur by the activation of nitroreductase enzymes that produce reactive metabolites with a series of deleterious effects on Trypanosoma cruzi, the parasite causing Chagas disease.[A216956,L15361] The antiprotozoal actions of nifurtimox occur both intracellularly and extracellularly.[L15361] Inhibition of parasite dehydrogenase activity is another purported mode of action of nifurtimox that warrants further research.[A216941]","There is limited information in the literature regarding overdose with nifurtimox. Some symptoms of nifurtimox toxicity may include weight loss, anorexia, nausea, vomiting, vertigo, headache, nervous excitation, insomnia, convulsions, drowsiness, arthralgias, myalgias, disorientation, abdominal pain, mucosal edema, and skin manifestations. These symptoms are adverse effects of nifurtimox and are likely to be exaggerated with increased exposure.[A217891]","Nifurtimox is largely metabolized via nitroreductase enzymes. Two major inactive metabolites have been identified: M-4 and M-6.   The M-4 metabolite is a cysteine conjugate of nifurtimox, while M-6 is likely formed by hydrolytic cleavage of the hydrazone moiety of nifurtimox.  Other minor metabolites have also been identified in human plasma.[A217986,L15361]","The average AUC of nifurtimox is estimated between 1676-2670 μg∙h/L.[L15361] One pharmacokinetic study of healthy volunteers revealed an AUC of 5430 ng∙ml<sup>-1</sup>∙h.[A217936] Cmax ranges between 425-568 μg/L (26–50%) after a single dose of 20 mg with food in adults. Tmax is 4 hours, ranging from 2 to 8 hours post-dose in the fed state.[A217936,L15361] In a pharmacokinetic study of healthy volunteers, serum concentration was low, likely due to the first-pass effect.[A216926]","The elimination half-life of nifurtimox ranges from 2.4–3.6 hours.[L15361] A pharmacokinetic study of healthy volunteers and patients with renal failure revealed respective mean half-lives of 2.95 h and 3.95 h.[A217936]","The plasma protein binding of nifurtimox is approximately 42%.[L15361] It is primarily bound to albumin.[A216931]","In the fed state, 44%  of the dose was mainly recovered in the urine as metabolites. Fecal and biliary excretion of nifurtimox have not been studied.[L15361]","Nifurtimox crosses the blood-brain barrier and the placenta.[A216931,L15361]"
"DB11989","Benznidazole","Benznidazole was granted accelerated approval for the treatment of Chagas disease in children 2-12 years of age by the FDA on August 29, 2017.[L939] It is the first treatment made available in the United States for Chagas disease.","260.090940262","Nitroimidazole derivatives","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","ANTIPROTOZOALS","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","For use in the treatment of Chagas disease in children 2-12 years of age [L939].","Benznidazole is a trypanocidal agent which kills the causative organism in Chagas disease, *Trypanosoma cruzi* [A20365].","Benznidazole is thought to be reduced to various electrophilic metabolites by nitroreductases present in *Trypanosoma cruzi* [A20365]. These metabolites likely bind to proteins, lipids, DNA, and RNA resulting in damage to these macromolecules. Benznidazole has been found to increase trypanosomal death through interferon-γ which is likely present in increased amounts due to inflammation caused by macromolecule damage [A20367]. DNA in parasites affected by benznidazole has been found to undergo extensive unpacking with overexpression of DNA repair proteins supporting the idea of DNA damage contributing to the mechanism of the drug [A20366].","At clinically relevant dosages, benznidazole can produce hepatotoxicity, peripheral neuropathy, and angioedema [A20371, A20372].","Benznidazole is metabolized by nitroreductases in *Trypanosoma cruzi* and by cytochrome P450 enzymes [A20369, A20370].","Benznidazole has a bioavailability of 91.7% and a Tmax of 2.93 h [A20368, A20369].","The half life of elimination is 13.27 h [A20369].","","The metabolites of benznidazole appear to be primarily exreted in the urine [A20370].","The apparent volume of distribution is 39.19 L [A20369]."
"DB12465","Ketanserin","Ketanserin has been investigated for the treatment of Septic Shock, Severe Sepsis, and Diabetic Foot Ulcer.","395.164519743","Serotonin antagonists","OTHER ANTIHYPERTENSIVES","ANTIHYPERTENSIVES","CARDIOVASCULAR SYSTEM","","","","","","","","","",""
"DB12466","Favipiravir","Discovered by Toyama Chemical Co., Ltd. in Japan, favipiravir is a modified pyrazine analog that was initially approved for therapeutic use in resistant cases of influenza.[A191688,A191721] The antiviral targets RNA-dependent RNA polymerase (RdRp) enzymes, which are necessary for the transcription and replication of viral genomes.[A191688,A191772,A191775]

Not only does favipiravir inhibit replication of influenza A and B, but the drug has shown promise in the treatment of avian influenza, and may be an alternative option for influenza strains that are resistant to neuramidase inhibitors.[A191721,L12090] Favipiravir has been investigated for the treatment of life-threatening pathogens such as Ebola virus, Lassa virus, and now COVID-19.[A191724,A191958,A191961]","157.028754544","Other antivirals","DIRECT ACTING ANTIVIRALS","ANTIVIRALS FOR SYSTEMIC USE","ANTIINFECTIVES FOR SYSTEMIC USE","In 2014, favipiravir was approved in Japan to treat cases of influenza that were unresponsive to conventional treatment.[A191721] Given its efficacy at targetting several strains of influenza, it has been investigated in other countries to treat novel viruses including Ebola and most recently, COVID-19.[A191688,A191724,L12012]","Favipiravir functions as a prodrug and undergoes ribosylation and phosphorylation intracellularly to become the active favipiravir-RTP.[A191688,A191724] Favipiravir-RTP binds to and inhibits RNA dependent RNA polymerase (RdRp), which ultimately prevents viral transcription and replication.[A191688,A191691]","The mechanism of action of favipiravir is novel compared to existing influenza antivirals that primarily prevent entry and exit of the virus from cells.[A191688] The active favipiravir-RTP selectively inhibits RNA polymerase and prevents replication of the viral genome.[L12075] There are several hypotheses as to how favipiravir-RTP interacts with RNA dependent RNA polymerase (RdRp).[A191688] Some studies have shown that when favipiravir-RTP is incorporated into a nascent RNA strand, it prevents RNA strand elongation and viral proliferation.[A191688] Studies have also found that the presence of purine analogs can reduce favipiravir’s antiviral activity, suggesting competition between favipiravir-RTP and purine nucleosides for RdRp binding.[A191688]

Although favipiravir was originally developed to treat influenza, the RdRp catalytic domain (favipiravir's primary target), is expected to be similar for other RNA viruses.[A191688] This conserved RdRp catalytic domain contributes to favipiravir's broad-spectrum coverage.[A191688]","Based on single-dose toxicity studies, the lethal dose for oral and intravenous favipiravir in mice is estimated to be >2000 mg/kg.[L12075] In rats, the lethal dose for oral administration is  >2000 mg/kg, while the lethal dose in dogs and monkeys is  >1000 mg/kg.[L12075] Symptoms of overdose appear to include but are not limited to reduced body weight, vomiting, and decreased locomotor activity.[L12075]

In repeat-dose toxicity studies involving dogs, rats, and monkeys, notable findings after administration of oral favipiravir included: adverse effects on hematopoietic tissues such as decreased red blood cell (RBC) production, and increases in liver function parameters such as aspartate aminotransferase (AST), alkaline phosphatase (ALP), alanine aminotransferase (ALT) and total bilirubin, and increased vacuolization in hepatocytes.[L12075] Testis toxicity was also noted.[L12075]

Favipiravir is known to be teratogenic; therefore, administration of favipiravir should be avoided in women if pregnancy is confirmed or suspected.[A191688,A192066]

Toxicity information regarding favipiravir in humans is not readily available. ","Favipiravir is extensively metabolized with metabolites excreted mainly in the urine.[A191724] The antiviral undergoes hydroxylation primarily by aldehyde oxidase and to a lesser extent by xanthine oxidase to the inactive metabolite, T705M1.[A191724]","The bioavailability of favipiravir is almost complete at 97.6%.[L12075] The mean Cmax for the recommended dosing schedule of favipiravir is 51.5 ug/mL.[L12075]

Studies comparing the pharmacokinetic effects of multiple doses of favipiravir in healthy American and Japanese subjects are below: 

Japanese subjects First Dose: 
Cmax = 36.24 ug/mL
tmax = 0.5 hr
AUC = 91.40 ugxhr/mL

American subjects First Dose:
Cmax = 22.01 ug/mL
tmax = 0.5 hr
AUC = 44.11 ugxhr/mL

Japanese Subjects Final Dose:
Cmax = 36.23 ug/mL
Tmax = 0.5 hr
AUC = 215.05 ugxhr/mL

American Subjects Final Dose:
Cmax = 23.94 ug/mL
Tmax = 0.6 hr
AUC = 73.27 ugxhr/mL

When favipiravir was given as a single dose of 400 mg with food, the Cmax decreased.[L12075] It appears that when favipiravir is given at a higher dose or in multiple doses, irreversible inhibition of aldehyde oxidase (AO) occurs and the effect of food on the Cmax is lessened.[L12075]","The elimination half-life of favipiravir is estimated to range from 2 to 5.5 hours.[A191721]","Favipiravir is 54% plasma protein-bound.[A191721] Of this fraction, 65% is bound to serum albumin and 6.5% is bound to ɑ1-acid glycoprotein.[L12075]","Favipiravir's metabolites are predominantly renally cleared.[A191721]","The apparent volume of distribution of favipiravir is 15 - 20 L.[A191727]"
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Imidazole derivatives","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","GENITO URINARY SYSTEM AND SEX HORMONES","","","","","","","","","",""
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Combinations of antibacterials","COMBINATIONS OF ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","ANTIINFECTIVES FOR SYSTEMIC USE","","","","","","","","","",""
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Imidazole derivatives","OTHER ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","ANTIINFECTIVES FOR SYSTEMIC USE","","","","","","","","","",""
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Nitroimidazole derivatives","AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES","ANTIPROTOZOALS","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","","","","","","","","","",""
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Combinations of antibacterials","COMBINATIONS OF ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","ANTIINFECTIVES FOR SYSTEMIC USE","","","","","","","","","",""
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Combinations of antibacterials","COMBINATIONS OF ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","ANTIINFECTIVES FOR SYSTEMIC USE","","","","","","","","","",""
"DB13026","Ornidazole","Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.","219.0410689","Combinations of antibacterials","COMBINATIONS OF ANTIBACTERIALS","ANTIBACTERIALS FOR SYSTEMIC USE","ANTIINFECTIVES FOR SYSTEMIC USE","","","","","","","","","",""
"DB13247","Pramiracetam","Pramiracetam has been previously approved in some eastern European countries under the brand names Pramistar, Neupramir, and Remen. It was also previously approved in the United States with orphan drug designation [L1469]. Pramiracetam has been studied for the use in Alzheimer's disease and as an adjunct treatment to restore cognitive functioning post-electroconvulsive therapy in severe depression [L5470].","269.210327121","Other psychostimulants and nootropics","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS","PSYCHOANALEPTICS","NERVOUS SYSTEM","","","","","","","","","",""
